"codelist","concept_id"
"creatinine",3014208
"creatinine",3014212
"creatinine",3014269
"creatinine",3014279
"creatinine",3014287
"creatinine",3014459
"creatinine",3014549
"creatinine",3014649
"creatinine",3014654
"creatinine",3014678
"creatinine",3014699
"creatinine",3014724
"creatinine",3014728
"creatinine",3014763
"creatinine",3014788
"creatinine",3014839
"creatinine",3014877
"creatinine",3015126
"creatinine",3015195
"creatinine",3015215
"creatinine",3015227
"creatinine",3015252
"creatinine",3015290
"creatinine",3015314
"creatinine",3015329
"creatinine",3015397
"creatinine",3015469
"creatinine",3015584
"creatinine",3015607
"creatinine",3015640
"creatinine",3015733
"creatinine",3015741
"creatinine",3015753
"creatinine",3015820
"creatinine",3015861
"creatinine",3015872
"creatinine",3015894
"creatinine",3015948
"creatinine",3015999
"creatinine",3016001
"creatinine",3016015
"creatinine",3016044
"creatinine",3016076
"creatinine",3016215
"creatinine",3016241
"creatinine",3016279
"creatinine",3016382
"creatinine",3016397
"creatinine",3016403
"creatinine",3016418
"creatinine",3016498
"creatinine",3016522
"creatinine",3016530
"creatinine",3016545
"creatinine",3016569
"creatinine",3016589
"creatinine",3016618
"creatinine",3016641
"creatinine",3016647
"creatinine",3016662
"creatinine",3016716
"creatinine",3016723
"creatinine",3016750
"creatinine",3016765
"creatinine",3016767
"creatinine",3016771
"creatinine",3016929
"creatinine",3017068
"creatinine",3017250
"creatinine",3017298
"creatinine",3017311
"creatinine",3017315
"creatinine",3017388
"creatinine",3017395
"creatinine",3017422
"creatinine",3017539
"creatinine",3017610
"creatinine",3017613
"creatinine",3017662
"creatinine",3017754
"creatinine",3017788
"creatinine",3017807
"creatinine",3017841
"creatinine",3017882
"creatinine",3017966
"creatinine",3018070
"creatinine",3018131
"creatinine",3018135
"creatinine",3018165
"creatinine",3018203
"creatinine",3018214
"creatinine",3018252
"creatinine",3018256
"creatinine",3018258
"creatinine",3018311
"creatinine",3018395
"creatinine",3018625
"creatinine",3018643
"creatinine",3018694
"creatinine",3018734
"creatinine",3018736
"creatinine",3018775
"creatinine",3018792
"creatinine",3018794
"creatinine",3018809
"creatinine",3018912
"creatinine",3018968
"creatinine",3019119
"creatinine",3019142
"creatinine",3019211
"creatinine",3019215
"creatinine",3019242
"creatinine",3019397
"creatinine",3019414
"creatinine",3019466
"creatinine",3019475
"creatinine",3019491
"creatinine",3019673
"creatinine",3019682
"creatinine",3019705
"creatinine",3019797
"creatinine",3019814
"creatinine",3019848
"creatinine",3019871
"creatinine",3019913
"creatinine",3020051
"creatinine",3020273
"creatinine",3020313
"creatinine",3020315
"creatinine",3020355
"creatinine",3020442
"creatinine",3020451
"creatinine",3020453
"creatinine",3020581
"creatinine",3020682
"creatinine",3020847
"creatinine",3020944
"creatinine",3021074
"creatinine",3021126
"creatinine",3021455
"creatinine",3021458
"creatinine",3021576
"creatinine",3021677
"creatinine",3021704
"creatinine",3021739
"creatinine",3021765
"creatinine",3021785
"creatinine",3021842
"creatinine",3021861
"creatinine",3021873
"creatinine",3021897
"creatinine",3022016
"creatinine",3022053
"creatinine",3022057
"creatinine",3022059
"creatinine",3022127
"creatinine",3022176
"creatinine",3022243
"creatinine",3022363
"creatinine",3022453
"creatinine",3022454
"creatinine",3022543
"creatinine",3022598
"creatinine",3022610
"creatinine",3022644
"creatinine",3022646
"creatinine",3022673
"creatinine",3022794
"creatinine",3022805
"creatinine",3022826
"creatinine",3022827
"creatinine",3022902
"creatinine",3022905
"creatinine",3022938
"creatinine",3022947
"creatinine",3022974
"creatinine",3022988
"creatinine",3023039
"creatinine",3023057
"creatinine",3023147
"creatinine",3023157
"creatinine",3023166
"creatinine",3023171
"creatinine",3023201
"creatinine",3023315
"creatinine",3023374
